Article,Article Description
150907001,"S;SAINT LAURENT;SL 1 COMBI, 59, 001, GRY"
114270007,"S;SAINT LAURENT;CLASSIC11, 59, 034, VOLT"
114270006,"S;SAINT LAURENT;CLASSIC11, 59, 026, BLU"
181048001,"S;SAINT LAURENT;CLASSIC 11 M,59,007,GREY"
150906001,"S;SAINT LAURENT;28 METAL, 61, 001, GRY"
150905001,"S;SAINT LAURENT;28 COMBI, 49, 001, GRY"
150903001,"S;SAINT LAURENT;11 ZERO, 60, 005, BK"
150902002,"S;SAINT LAURENT;11 FOLK, 59, 004, GRY"
150902001,"S;SAINT LAURENT;11 FOLK, 59, 003, SLV"
118126001,"S;SAINT LAUREN;SL98CALIFORNIA,54,001,N.C"
121149003,"S;SAINT LAUREN;SL131COMBI,52,008,SILVER"
121149002,"S;SAINT LAUREN;SL131COMBI,52,007,BROWN"
121149001,"S;SAINT LAUREN;SL131COMBI, 52, 005, GREY"
118125004,"S;SAINT LAUREN;SL121NICOLE, 53, 005, N.C"
118125003,"S;SAINT LAUREN;SL121NICOLE, 53, 004, N.C"
118125002,"S;SAINT LAUREN;SL121NICOLE, 53, 003, N.C"
118124001,"S;SAINT LAUREN;SL101 SURF, 54, 001, N.C"
154879001,"S;SAINT LAUREN;SL M53, 60, 001, BLACK"
154878001,"S;SAINT LAUREN;SL M49, 56, 002, GREY"
117872004,"S;SAINT LAUREN;SL 57, 49, 006, N.C"
117869008,"S;SAINT LAUREN;SL 51, 50, 031, GREY"
154876002,"S;SAINT LAUREN;SL 318, 56, 002, GREY"
154876001,"S;SAINT LAUREN;SL 318, 56, 001, BLACK"
154881002,"S;SAINT LAUREN;SL 317, 55, 002, GREY"
154881001,"S;SAINT LAUREN;SL 317, 55, 001, BLACK"
154880002,"S;SAINT LAUREN;SL 305, 55, 003, GREEN"
154880001,"S;SAINT LAUREN;SL 305, 55, 001, BLACK"
154874003,"S;SAINT LAUREN;SL 302 LISA, 55, 005, PK"
154874002,"S;SAINT LAUREN;SL 302 LISA, 55, 003, SLV"
154874001,"S;SAINT LAUREN;SL 302 LISA, 55, 002, BK"
129229002,"S;SAINT LAUREN;SL 240, 51, 003, BROWN"
121147002,"S;SAINT LAUREN;SL 108, 52, 004, BLUE"
121147001,"S;SAINT LAUREN;SL 108, 52, 003, GREEN"
121148002,"S;SAINT LAUREN;CLASSIC11ZERO,60,003,SLV"
121148001,"S;SAINT LAUREN;CLASSIC11ZERO,60,001,GREY"
117859002,"S;SAINT LAUREN;CLASSIC11M, 59, 004, BRNZ"
117859001,"S;SAINT LAUREN;CLASSIC11M, 59, 001, GRY"
126638002,"S;SAINT LAUREN;51 HEART PERF,50,005,BRN"
126638001,"S;SAINT LAUREN;51 HEART PERF,50,001,GRY"
126637001,"S;SAINT LAUREN;232 BETTY, 63, 001, GRY"
126632001,"S;SAINT LAUREN;214 KATE, 55, 001, GRY"
214495002,"S;SAI.LAURENT;SL692, 55, 004, BROWN"
214495001,"S;SAI.LAURENT;SL692, 55, 003, GREEN"
181163001,"S;SAI.LAURENT;SL M62, 52, 003, GREY"
232002001,"S;SA.LAURENT;SL751JEANNE, 50, 001, BLK"
197084002,"S;S.LAURENT;SL737MICA,54,004, GRY SILVR"
197087001,"S;S.LAURENT;SL715 SLIM,49,001,SOLID BLAK"
93862002,"S;ROBERTO CAVALLI;RC804S, 59, 69B, N.C"
93862001,"S;ROBERTO CAVALLI;RC804S, 59, 01B, N.C"
93861001,"S;ROBERTO CAVALLI;RC803S, 138, 28F, N.C"
93861002,"S;ROBERTO CAVALLI;RC803S, 138, 08B, N.C"
93859001,"S;ROBERTO CAVALLI;RC798S, 57, 92W, N.C"
93855001,"S;ROBERTO CAVALLI;RC793S, 139, 28B, N.C"
95480001,"S;ROBERTO CAVALLI;RC792S, 62, 28F, N.C"
95480002,"S;ROBERTO CAVALLI;RC792S, 62, 08C, N.C"
95479003,"S;ROBERTO CAVALLI;RC790S, 57, 34F, N.C"
95479001,"S;ROBERTO CAVALLI;RC790S, 57, 28B, N.C"
95479002,"S;ROBERTO CAVALLI;RC790S, 57, 16D, N.C"
82076002,"S;ROBERTO CAVALLI;RC783S, 62, 32Z, N.C"
82076001,"S;ROBERTO CAVALLI;RC783S, 62, 32W, N.C"
82075002,"S;ROBERTO CAVALLI;RC781S, 56, 87W, N.C"
82075003,"S;ROBERTO CAVALLI;RC781S, 56, 75B, N.C"
82075001,"S;ROBERTO CAVALLI;RC781S, 56, 01B, N.C"
82074001,"S;ROBERTO CAVALLI;RC749S, F, 28B, N.C"
82073002,"S;ROBERTO CAVALLI;RC746S, 58, 02B, N.C"
82073001,"S;ROBERTO CAVALLI;RC746S, 58, 01F, N.C"
82072002,"S;ROBERTO CAVALLI;RC745S, 61, 20B, N.C"
82072001,"S;ROBERTO CAVALLI;RC745S, 61, 01G, N.C"
82071002,"S;ROBERTO CAVALLI;RC743S, 60, 58G, N.C"
82071001,"S;ROBERTO CAVALLI;RC743S, 60, 52F, N.C"
68053002,"S;ROBERTO CAVALLI;RC741S, 61, 05G, N.C"
68053001,"S;ROBERTO CAVALLI;RC741S, 61, 01B, N.C"
68060001,"S;ROBERTO CAVALLI;RC740S, 56, 01B, N.C"
68052001,"S;ROBERTO CAVALLI;RC736S, 60, 05G, N.C"
68054002,"S;ROBERTO CAVALLI;RC734S, 60, 27F, N.C"
68056001,"S;ROBERTO CAVALLI;RC731S, 59, 52F, N.C"
68057001,"S;ROBERTO CAVALLI;RC725S, 60, 28G, N.C"
68059001,"S;ROBERTO CAVALLI;RC724S, 61, 28F, N.C"
68058002,"S;ROBERTO CAVALLI;RC722S, 60, 45G, N.C"
68058001,"S;ROBERTO CAVALLI;RC722S, 60, 33F, N.C"
68055001,"S;ROBERTO CAVALLI;RC721S, 62, 28F, N.C"
65264002,"S;ROBERTO CAVALLI;RC673S, 63, 48F, N.C"
65264001,"S;ROBERTO CAVALLI;RC673S, 63, 28F, N.C"
65265002,"S;ROBERTO CAVALLI;RC672S, 57, 52F, N.C"
65265001,"S;ROBERTO CAVALLI;RC672S, 57, 01B, N.C"
65266002,"S;ROBERTO CAVALLI;RC671S, 61, 48F, N.C"
65266001,"S;ROBERTO CAVALLI;RC671S, 61, 01F, N.C"
65263002,"S;ROBERTO CAVALLI;RC669S, 62, 53F, N.C"
65263001,"S;ROBERTO CAVALLI;RC669S, 62, 01B, N.C"
62560002,"S;ROBERTO CAVALLI;RC664S, 64, 50F, N.C"
62558002,"S;ROBERTO CAVALLI;RC662S, 60, 05F, N.C"
42240002,"S;ROBERTO CAVALLI;RC380S, F, K63, N.C"
26204006,"S;ROBERTO CAVALLI;RC299/S, 62, 28G, N.C"
26204005,"S;ROBERTO CAVALLI;RC299/S, 62, 16C, N.C"
18310001,"S;ROBERTO CAVALLI;RC222, F, 160, N.C"
69511002,"S;RAY BAN:3479KQ, 58, 001, N5"
187582001,"S;RAY BAN;R0102S, 58, 001, VR"
187611014,"S;RAY BAN;R0101S, 59, 004, 3A"
187611010,"S;RAY BAN;R0101S, 59, 002, GR"
111440004,"S;RAY BAN;8352, 57, 6221, 83"
111440002,"S;RAY BAN;8352, 57, 6219, 9A"
123803003,"S;RAY BAN;8351M, 60, F611, 6G"
123803002,"S;RAY BAN;8351M, 60, F602, H3"
123803001,"S;RAY BAN;8351M, 60, F601, 71"
110299002,"S;RAY BAN;8351, 60, 6219, 9A"
185840005,"S;RAY BAN;8331M, 61, F083, 11"
185840003,"S;RAY BAN;8331M, 61, F008, 71"
123541002,"S;RAY BAN;8319CH, 60, 9075, J0"
123541001,"S;RAY BAN;8319CH, 60, 186, 5J"
96096005,"S;RAY BAN;8315, 63, 029, 83"
96096002,"S;RAY BAN;8315, 63, 002, 82"
93162002,"S;RAY BAN;8314, 63, 125, 71"
93162001,"S;RAY BAN;8314, 63, 124, 71"
123808002,"S;RAY BAN;8313M, 61, F008, 71"
123808005,"S;RAY BAN;8313M, 61, F003, H0"
123808001,"S;RAY BAN;8313M, 61, F001, 71"
70140010,"S;RAY BAN;8313, 61, 004, N5"
70140009,"S;RAY BAN;8313, 58, 004, N5"
70140007,"S;RAY BAN;8313, 58, 004, N.C"
70140021,"S;RAY BAN;8313, 58, 004, K6"
70140005,"S;RAY BAN;8313, 58, 003, 40"
70140003,"S;RAY BAN;8313, 58, 002, N.C"
70140020,"S;RAY BAN;8313, 58, 002, K7"
70140001,"S;RAY BAN;8313, 58, 001, 51"
68961006,"S;RAY BAN;8312, 60, 128, T5"
68961005,"S;RAY BAN;8312, 60, 127, 81"
68961004,"S;RAY BAN;8312, 60, 126, 6G"
68961003,"S;RAY BAN;8312, 60, 125, 9A"
68961002,"S;RAY BAN;8312, 60, 125, 71"
68961001,"S;RAY BAN;8312, 60, 124, 71"
62592011,"S;RAY BAN;8310, 63, 014, T5"
62592009,"S;RAY BAN;8310, 63, 014, 73"
62592005,"S;RAY BAN;8310, 63, 004, 82"
62592001,"S;RAY BAN;8310, 63, 002, 71"
57898025,"S;RAY BAN;8307, 58, 006, 40"
54193002,"S;RAY BAN;8307, 58, 002, N5"
56513005,"S;RAY BAN;8306, 64, 083, 6G"
56513004,"S;RAY BAN;8306, 64, 082, 71"
124012006,"S;RAY BAN;8305M, 65, F010, 71"
124012002,"S;RAY BAN;8305M, 64, F005, H0"
124012001,"S;RAY BAN;8305M, 64, F005, 71"
53676015,"S;RAY BAN;8305, 63, 142, T3"
53676014,"S;RAY BAN;8305, 63, 141, 9A"
53676005,"S;RAY BAN;8305, 63, 083, 82"
53676002,"S;RAY BAN;8305, 63, 083, 6G"
53676006,"S;RAY BAN;8305, 63, 082, 9A"
53676003,"S;RAY BAN;8305, 63, 082, 73"
53676001,"S;RAY BAN;8305, 63, 082, 71"
51410008,"S;RAY BAN;8304, 61, 002, 71"
51409003,"S;RAY BAN;8303, 61, 004, 6G"
51409009,"S;RAY BAN;8303, 61, 002, 71"
58457020,"S;RAY BAN;8301, 59, 131, N.C"
58457018,"S;RAY BAN;8301, 59, 130, 71"
58457012,"S;RAY BAN;8301, 59, 029, 98"
58457014,"S;RAY BAN;8301, 59, 019, N8"
51407007,"S;RAY BAN;8301, 59, 004, N8"
58457006,"S;RAY BAN;8301, 56, 004, 51"
58457004,"S;RAY BAN;8301, 56, 003, 40"
51407013,"S;RAY BAN;8301, 56, 002, N5"
51407014,"S;RAY BAN;8301, 56, 002, N.C"
169323001,"S;RAY BAN;8247, 50, 9209, 48"
180161001,"S;RAY BAN;8225, 58, 3138, 52"
177920006,"S;RAY BAN;8148, 51, 9209, 48"
192649001,"S;RAY BAN;8089, 58, 165, S2"
97788010,"S;RAY BAN;8056, 51, 165, 8G"
97775003,"S;RAY BAN;8055, 56, 157, 13"
55670003,"S;RAY BAN;8041, 58, 086, N.C"
55670004,"S;RAY BAN;8041, 58, 086, M3"
159163001,"S;RAY BAN;4640, 50, 601, 31"
150581001,"S;RAY BAN;4540, 50, 601, 31"
182253001,"S;RAY BAN;4416, 51, 601, 31"
130611001,"S;RAY BAN;4387, 56, 601, 71"
177919005,"S;RAY BAN;4378, 54, 710, 13"
177918005,"S;RAY BAN;4376, 57, 710, 13"
177918001,"S;RAY BAN;4376, 57, 601, 8G"
173850001,"S;RAY BAN;4362, 55, 601, 71"
111438005,"S;RAY BAN;4346, 51, 990, 7O"
111438002,"S;RAY BAN;4346, 51, 6251, 9J"
111438001,"S;RAY BAN;4346, 51, 6250, 7Q"
167456001,"S;RAY BAN;4344, 56, 601, 31"
119919003,"S;RAY BAN;4340, 50, 6232, 4O"
119919006,"S;RAY BAN;4340, 50, 6166, 7Y"
159828002,"S;RAY BAN;4336CH, 50, 601S, 5J"
131828002,"S;RAY BAN;4314N, 54, 601, 31"
153025007,"S;RAY BAN;4306, 54, 6429, 4L"
153025005,"S;RAY BAN;4306, 54, 601, 71"
152941007,"S;RAY BAN;4305, 53, 6428, 4L"
126204005,"S;RAY BAN;4297, 51, 6332, 88"
126204001,"S;RAY BAN;4297, 51, 601S, 11"
126203005,"S;RAY BAN;4296, 51, 6332, 88"
117389006,"S;RAY BAN;4279, 51, 710, 73"
117389001,"S;RAY BAN;4279, 51, 601, 71"
117388006,"S;RAY BAN;4278, 51, 6286, A8"
117388004,"S;RAY BAN;4278, 51, 6284, B1"
115122003,"S;RAY BAN;4274, 53, 856, T5"
115122001,"S;RAY BAN;4274, 53, 601, 8G"
115121005,"S;RAY BAN;4273, 52, 710, 85"
115120005,"S;RAY BAN;4267, 59, 710, 83"
115120002,"S;RAY BAN;4267, 59, 601, 9A"
111437005,"S;RAY BAN;4266, 49, 6201, 13"
111437004,"S;RAY BAN;4266, 49, 6200, 88"
111437003,"S;RAY BAN;4266, 49, 601S, 55"
111437002,"S;RAY BAN;4266, 49, 601S, 3R"
111437001,"S;RAY BAN;4266, 49, 601, 71"
119848002,"S;RAY BAN;4263, 55, 601S, A1"
111436004,"S;RAY BAN;4259, 51, 6231, 1N"
111436003,"S;RAY BAN;4259, 51, 6230, 7J"
111436001,"S;RAY BAN;4259, 51, 601, 71"
111435005,"S;RAY BAN;4258, 50, 710, 73"
111435006,"S;RAY BAN;4258, 50, 6232, 1T"
110298011,"S;RAY BAN;4257, 50, 710, 71"
110298007,"S;RAY BAN;4257, 50, 6092, 55"
110298003,"S;RAY BAN;4257, 50, 6092, 2Y"
110297013,"S;RAY BAN;4256, 50, 710, 71"
110297002,"S;RAY BAN;4256, 49, 601, 71"
111434016,"S;RAY BAN;4253, 53, 820, A6"
111434012,"S;RAY BAN;4253, 53, 710, N.C"
111434002,"S;RAY BAN;4253, 53, 601, 71"
111434007,"S;RAY BAN;4253, 50, 6237, 7X"
117392003,"S;RAY BAN;4246M, 51, 1181, 58"
110295005,"S;RAY BAN;4246, 51, 990, N.C"
110295003,"S;RAY BAN;4246, 51, 901, N.C"
110295002,"S;RAY BAN;4246, 51, 1197, Z2"
110343001,"S;RAY BAN;4246, 51, 1157, N.C"
110294005,"S;RAY BAN;4243, 49, 865, 13"
106734011,"S;RAY BAN;4242, 49, 6290, B8"
106734010,"S;RAY BAN;4242, 49, 6289, B7"
106734002,"S;RAY BAN;4242, 49, 601S, 9A"
106733004,"S;RAY BAN;4237, 50, 710, 85"
106733008,"S;RAY BAN;4237, 50, 6290, 9U"
106733002,"S;RAY BAN;4237, 50, 601S, 58"
106732001,"S;RAY BAN;4235, 57, 601, N.C"
123802003,"S;RAY BAN;4228M, 58, F606, H0"
123802001,"S;RAY BAN;4228M, 58, F601, 71"
104658003,"S;RAY BAN;4228, 58, 601S, 71"
104658002,"S;RAY BAN;4228, 58, 601, 9A"
103513002,"S;RAY BAN;4226, 56, 6052, 71"
103514003,"S;RAY BAN;4225, 52, 894, 13"
103512001,"S;RAY BAN;4224, 49, 601S, 71"
102482006,"S;RAY BAN;4221, 50, 865, 13"
102482005,"S;RAY BAN;4221, 50, 622, 8G"
100108005,"S;RAY BAN;4214, 59, 6092, 83"
100108004,"S;RAY BAN;4214, 59, 601S, 9A"
100107006,"S;RAY BAN;4213, 61, 6161, 88"
100107004,"S;RAY BAN;4213, 61, 6124, 83"
100106003,"S;RAY BAN;4211, 56, 646, 3R"
100105004,"S;RAY BAN;4210, 50, 646, 55"
100105001,"S;RAY BAN;4210, 50, 601S, 71"
97773013,"S;RAY BAN;4207, 52, 6099, 88"
97773005,"S;RAY BAN;4207, 52, 6033, T5"
97773003,"S;RAY BAN;4207, 52, 601S, 9A"
97773001,"S;RAY BAN;4207, 52, 6015, 8G"
96095015,"S;RAY BAN;4202, 55, 710, Y4"
96095003,"S;RAY BAN;4202, 55, 6071, 4V"
96095002,"S;RAY BAN;4202, 55, 6070, 55"
96094004,"S;RAY BAN;4201, 59, 865, 13"
96094001,"S;RAY BAN;4201, 59, 6002, 8G"
93160005,"S;RAY BAN;4196, 61, 714, 83"
93160004,"S;RAY BAN;4196, 61, 601, N.C"
93160003,"S;RAY BAN;4196, 61, 601, 9A"
93160002,"S;RAY BAN;4196, 61, 6006, 40"
123804003,"S;RAY BAN;4195M, 52, F604, H0"
92500006,"S;RAY BAN;4195, 52, 6033, 83"
92500004,"S;RAY BAN;4195, 52, 601S, 9A"
92500013,"S;RAY BAN;4195, 52, 601S, 2Y"
92500003,"S;RAY BAN;4195, 52, 6017, 88"
92500002,"S;RAY BAN;4195, 52, 6015, 8G"
93159005,"S;RAY BAN;4194, 53, 601, 9A"
68957002,"S;RAY BAN;4187, 54, 856, 13"
68957027,"S;RAY BAN;4187, 54, 6593, T5"
68957001,"S;RAY BAN;4187, 54, 622, 8G"
68955005,"S;RAY BAN;4184, 54, 886, 85"
68955008,"S;RAY BAN;4184, 54, 6044, 85"
68955002,"S;RAY BAN;4184, 54, 601, 9A"
66232006,"S;RAY BAN;4181, 57, 710, 83"
66232005,"S;RAY BAN;4181, 57, 710, 51"
66232003,"S;RAY BAN;4181, 57, 601, N.C"
66232002,"S;RAY BAN;4181, 57, 601, 9A"
66232001,"S;RAY BAN;4181, 57, 601, 71"
66231007,"S;RAY BAN;4180, 58, 883, 8G"
66231005,"S;RAY BAN;4180, 58, 881, 83"
66231008,"S;RAY BAN;4180, 58, 601S, 9A"
66231002,"S;RAY BAN;4180, 58, 601S, 71"
66231012,"S;RAY BAN;4180, 58, 6018, 8G"
66231009,"S;RAY BAN;4180, 58, 6015, 88"
66231001,"S;RAY BAN;4180, 58, 601, 71"
66230006,"S;RAY BAN;4179, 62, 883, 71"
66230005,"S;RAY BAN;4179, 62, 882, 82"
66230004,"S;RAY BAN;4179, 62, 881, 83"
66230002,"S;RAY BAN;4179, 62, 601S, 9A"
66230010,"S;RAY BAN;4179, 62, 6018, 8G"
66230009,"S;RAY BAN;4179, 62, 6017, 88"
66230001,"S;RAY BAN;4179, 62, 601, 71"
64714006,"S;RAY BAN;4177, 63, 621, 40"
64552013,"S;RAY BAN;4175, 57, 877, 4T"
62590002,"S;RAY BAN;4173, 62, 622, 71"
62589002,"S;RAY BAN;4171, 54, 865, 13"
106721003,"S;RAY BAN;4171, 54, 710, T5"
62589015,"S;RAY BAN;4171, 54, 6076, 6Q"
62589022,"S;RAY BAN;4171, 54, 601, 55"
106721001,"S;RAY BAN;4171, 54, 601, 2P"
62589008,"S;RAY BAN;4171, 54, 6002, 8G"
62589006,"S;RAY BAN;4171, 54, 6000, 68"
62587002,"S;RAY BAN;4169, 53, 820, N.C"
62587001,"S;RAY BAN;4169, 53, 601, N.C"
62586004,"S;RAY BAN;4168, 50, 1076, 14"
96257045,"S;RAY BAN;4165, 55, 865, 9A"
96257044,"S;RAY BAN;4165, 55, 865, 8S"
96257043,"S;RAY BAN;4165, 55, 865, 87"
96257031,"S;RAY BAN;4165, 55, 710, 94"
96257026,"S;RAY BAN;4165, 55, 710, 8G"
96257030,"S;RAY BAN;4165, 55, 710, 3D"
96257056,"S;RAY BAN;4165, 55, 6873, 82"
96257054,"S;RAY BAN;4165, 55, 6873, 80"
96257052,"S;RAY BAN;4165, 55, 6873, 75"
96257047,"S;RAY BAN;4165, 55, 6814, 13"
96257046,"S;RAY BAN;4165, 55, 6813, 11"
96257042,"S;RAY BAN;4165, 55, 6597, T5"
96257036,"S;RAY BAN;4165, 55, 6511, 80"
96257038,"S;RAY BAN;4165, 55, 6510, 73"
96257049,"S;RAY BAN;4165, 55, 622, Y4"
105715003,"S;RAY BAN;4165, 55, 622, T3"
96257015,"S;RAY BAN;4165, 55, 622, 6Q"
96257013,"S;RAY BAN;4165, 55, 622, 6G"
96257020,"S;RAY BAN;4165, 55, 622, 6C"
96257032,"S;RAY BAN;4165, 55, 622, 5X"
96257011,"S;RAY BAN;4165, 55, 622, 5A"
96257018,"S;RAY BAN;4165, 55, 622, 58"
96257009,"S;RAY BAN;4165, 55, 622, 55"
96257004,"S;RAY BAN;4165, 55, 6090, 3R"
96257003,"S;RAY BAN;4165, 55, 6089, 4V"
96257001,"S;RAY BAN;4165, 55, 6088, 55"
96257002,"S;RAY BAN;4165, 55, 6028, 55"
61195013,"S;RAY BAN;4165, 55, 601, 8G"
96257035,"S;RAY BAN;4165, 55 6509, 87"
61195002,"S;RAY BAN;4165, 54, 710, 13"
96257057,"S;RAY BAN;4165, 54, 6813, 11"
96257017,"S;RAY BAN;4165, 54, 622, 56"
61195034,"S;RAY BAN;4165, 54, 622, 55"
61195001,"S;RAY BAN;4165, 54, 601, 8G"
96257024,"S;RAY BAN;4165, 54, 601, 71"
96257007,"S;RAY BAN;4165, 53, 854, 7Z"
96257006,"S;RAY BAN;4165, 53, 609, 03R"
96257005,"S;RAY BAN;4165, 53, 608, 855"
96257029,"S;RAY BAN;4165, 51, 865, T5"
96257022,"S;RAY BAN;4165, 51, 855, 8G"
96257025,"S;RAY BAN;4165, 51, 710, 8G"
96257055,"S;RAY BAN;4165, 51, 6873, 82"
96257053,"S;RAY BAN;4165, 51, 6873, 80"
96257051,"S;RAY BAN;4165, 51, 6873, 75"
96257041,"S;RAY BAN;4165, 51, 6597, T5"
96257050,"S;RAY BAN;4165, 51, 6596, T3"
96257040,"S;RAY BAN;4165, 51, 6595, 14"
96257034,"S;RAY BAN;4165, 51, 6512, 87"
96257033,"S;RAY BAN;4165, 51, 6511, 80"
96257037,"S;RAY BAN;4165, 51, 6510, 73"
96257039,"S;RAY BAN;4165, 51, 6509, 87"
96257048,"S;RAY BAN;4165, 51, 622, Y4"
96257028,"S;RAY BAN;4165, 51, 622, T3"
96257021,"S;RAY BAN;4165, 51, 622, 8G"
96257014,"S;RAY BAN;4165, 51, 622, 6Q"
96257012,"S;RAY BAN;4165, 51, 622, 6G"
96257019,"S;RAY BAN;4165, 51, 622, 6C"
96257010,"S;RAY BAN;4165, 51, 622, 5A"
96257016,"S;RAY BAN;4165, 51, 622, 56"
96257008,"S;RAY BAN;4165, 51, 622, 55"
96257027,"S;RAY BAN;4165, 51, 622, 2V"
96257023,"S;RAY BAN;4165, 51, 601, 71"
60372003,"S;RAY BAN;4162, 59, 710, 51"
60373004,"S;RAY BAN;4160, 60, 601, 58"
59065001,"S;RAY BAN;4152, 53, 601, N.C"
59065013,"S;RAY BAN;4152, 53, 1066, 51"
57089004,"S;RAY BAN;4150, 64, 710, 51"
57089003,"S;RAY BAN;4150, 64, 601S, N.C"
57089001,"S;RAY BAN;4150, 64, 601, N.C"
57088002,"S;RAY BAN;4149, 59, 710, N.C"
57088003,"S;RAY BAN;4149, 59, 601S, N.C"
57088001,"S;RAY BAN;4149, 59, 601, N.C"
55669003,"S;RAY BAN;4148, 52, 796, 3F"
55669001,"S;RAY BAN;4148, 52, 793, 32"
55668002,"S;RAY BAN;4147, 60, 710, 51"
55668001,"S;RAY BAN;4147, 60, 601, 32"
55668014,"S;RAY BAN;4147, 56, 710, 51"
55668011,"S;RAY BAN;4147, 56, 601, 32"
52091010,"S;RAY BAN;4139, 58, 784, 13"
52091008,"S;RAY BAN;4139, 58, 781, 13"
46855012,"S;RAY BAN;4125, 59, 756, 32"
46855004,"S;RAY BAN;4125, 59, 710, 51"
46855036,"S;RAY BAN;4125, 59, 646, 69"
46855035,"S;RAY BAN;4125, 59, 646, 19"
46855034,"S;RAY BAN;4125, 59, 646, 17"
46855045,"S;RAY BAN;4125, 59, 601S, Z2"
46855044,"S;RAY BAN;4125, 59, 601S, 93"
46855002,"S;RAY BAN;4125, 59, 601, 32"
46522002,"S;RAY BAN;4120, 64, 601, 58"
46522001,"S;RAY BAN;4120, 64, 601, 32"
46521003,"S;RAY BAN;4118, 62, 710, 57"
46521002,"S;RAY BAN;4118, 62, 710, 51"
46521001,"S;RAY BAN;4118, 62, 601, N.C"
46850006,"S;RAY BAN;4116, 62, 714, 13"
46850003,"S;RAY BAN;4116, 62, 601, 8G"
46539002,"S;RAY BAN;4113, 64, 601, 8G"
44683004,"S;RAY BAN;4112, 64, 601, 71"
36985006,"S;RAY BAN;4105, F, 715, 51"
36985005,"S;RAY BAN;4105, F, 711, N.C"
36985018,"S;RAY BAN;4105, 54, 710, 51"
36985029,"S;RAY BAN;4105, 54, 6022, 30"
36985027,"S;RAY BAN;4105, 54, 6021, 19"
36985025,"S;RAY BAN;4105, 54, 6020, 17"
36985010,"S;RAY BAN;4105, 54, 601S, N.C"
36985016,"S;RAY BAN;4105, 54, 601S, 68"
36985021,"S;RAY BAN;4105, 54, 601S, 55"
36985023,"S;RAY BAN;4105, 54, 6019, 69"
36985008,"S;RAY BAN;4105, 54, 601, N.C"
36985009,"S;RAY BAN;4105, 54, 601, 58"
36985014,"S;RAY BAN;4105, 54, 601, 32"
36985044,"S;RAY BAN;4105, 50, 894, 4M"
36985043,"S;RAY BAN;4105, 50, 894, 43"
36985042,"S;RAY BAN;4105, 50, 894, 3M"
36985050,"S;RAY BAN;4105, 50, 710, R5"
36985004,"S;RAY BAN;4105, 50, 710, N.C"
36985049,"S;RAY BAN;4105, 50, 710, B1"
36985003,"S;RAY BAN;4105, 50, 710, 57"
36985017,"S;RAY BAN;4105, 50, 710, 51"
36985020,"S;RAY BAN;4105, 50, 710, 4S"
36985048,"S;RAY BAN;4105, 50, 710, 31"
36985012,"S;RAY BAN;4105, 50, 701, N.C"
36985047,"S;RAY BAN;4105, 50, 6577, R5"
36985046,"S;RAY BAN;4105, 50, 6575, 33"
36985045,"S;RAY BAN;4105, 50, 6197, B1"
36985040,"S;RAY BAN;4105, 50, 6069, 4W"
36985039,"S;RAY BAN;4105, 50, 6069, 4O"
36985041,"S;RAY BAN;4105, 50, 6069, 4J"
36985030,"S;RAY BAN;4105, 50, 6051, 93"
36985031,"S;RAY BAN;4105, 50, 6050, Z2"
36985032,"S;RAY BAN;4105, 50, 6050, 72"
36985028,"S;RAY BAN;4105, 50, 6022, 30"
36985026,"S;RAY BAN;4105, 50, 6021, 19"
36985024,"S;RAY BAN;4105, 50, 6020, 17"
36985007,"S;RAY BAN;4105, 50, 601S, N.C"
36985015,"S;RAY BAN;4105, 50, 601S, 68"
36985019,"S;RAY BAN;4105, 50, 601S, 55"
36985036,"S;RAY BAN;4105, 50, 601S, 4T"
36985035,"S;RAY BAN;4105, 50, 601S, 4K"
36985037,"S;RAY BAN;4105, 50, 601S, 4K"
36985034,"S;RAY BAN;4105, 50, 601S, 2K"
36985033,"S;RAY BAN;4105, 50, 601S, 1M"
36985038,"S;RAY BAN;4105, 50, 601S, 1M"
36985022,"S;RAY BAN;4105, 50, 6019, 69"
36985002,"S;RAY BAN;4105, 50, 601, N.C"
36985001,"S;RAY BAN;4105, 50, 601, 58"
36985013,"S;RAY BAN;4105, 50, 601, 32"
38222001,"S;RAY BAN;4102, 63, 601, N.C"
38220004,"S;RAY BAN;4101, F, 718, N.C"
38220003,"S;RAY BAN;4101, F, 716, N.C"
38220007,"S;RAY BAN;4101, F, 671, N.C"
38220033,"S;RAY BAN;4101, 62, 601, T3"
38220025,"S;RAY BAN;4101, 58, 861, N1"
38220024,"S;RAY BAN;4101, 58, 860, 51"
38220023,"S;RAY BAN;4101, 58, 859, 32"
38220022,"S;RAY BAN;4101, 58, 783, 32"
38220021,"S;RAY BAN;4101, 58, 782, 32"
38220020,"S;RAY BAN;4101, 58, 781, 51"
38220038,"S;RAY BAN;4101, 58, 731, 81"
38220010,"S;RAY BAN;4101, 58, 728, N.C"
38220009,"S;RAY BAN;4101, 58, 727, N.C"
38220008,"S;RAY BAN;4101, 58, 726, N.C"
38220014,"S;RAY BAN;4101, 58, 725, 3F"
38220013,"S;RAY BAN;4101, 58, 721, 39"
38220006,"S;RAY BAN;4101, 58, 719, 51"
38220005,"S;RAY BAN;4101, 58, 717, 51"
38220037,"S;RAY BAN;4101, 58, 710, T5"
38220002,"S;RAY BAN;4101, 58, 710, N.C"
38220012,"S;RAY BAN;4101, 58, 710, 4I"
